Precio en dolares,Recamaras,Area total
155666,3,132
124533,4,132
124533,3,132
158780,5,132
158780,5,132
74720,1,132
158780,5,132
128487,4,132
193026,3,132
177285,3,133
149440,4,133
98381,4,133
143213,3,133
421052,5,133
319113,4,133
121529,4,133
158780,5,133
149440,3,133
155125,3,133
159557,3,133
177285,3,133
186800,3,133
199751,3,133
112080,3,134
158670,2,134
149440,3,134
146526,3,134
119552,4,134
418393,3,134
176842,2,134
124100,4,134
353241,3,134
155666,4,134
105041,3,134
85928,3,134
146526,3,134
91258,3,134
236613,4,134
90909,3,134
181496,3,134
163989,3,134
130760,4,135
456509,3,135
149440,3,135
161893,3,135
210526,4,135
120797,3,135
176842,3,135
199623,3,135
163102,3,135
161893,4,135
155666,6,135
149440,3,135
199253,3,135
354570,4,135
155125,3,135
176044,3,135
115816,3,135
134958,3,135
124533,3,135
159402,3,135
180573,7,135
208310,4,135
122665,3,135
155666,3,135
217933,5,135
102692,3,135
181052,3,135
99626,3,135
168120,3,135
158157,4,135
143213,5,135
90909,4,135
190535,3,135
136986,3,135
136986,4,135
193026,4,135
172853,3,135
150685,3,136
171843,3,136
174346,4,136
168120,4,136
160443,3,136
124533,2,136
155666,4,136
207867,3,136
207867,3,136
188986,3,136
207970,3,136
207867,3,136
174346,4,136
151930,3,136
87173,3,136
85928,3,136
192798,3,136
168120,3,136
132179,3,136
199446,4,136
252631,4,136
119446,2,136
211706,3,137
137396,4,137
149440,5,137
211706,3,137
87173,6,137
195014,3,137
195014,3,137
224159,3,137
222936,3,137
222936,3,137
301385,3,137
124533,3,137
149440,3,137
80665,3,137
149440,4,138
105853,2,138
151930,3,138
100872,3,138
168120,4,138
206980,3,138
226039,3,138
103362,6,138
290304,4,138
186800,3,138
155666,3,138
221606,3,138
143213,5,138
147280,3,138
130906,3,138
151930,3,138
118306,3,138
137396,3,139
292521,3,139
292521,3,139
199253,4,139
156366,3,139
292521,3,139
212742,4,139
155666,3,139
145704,5,139
201743,3,140
6,4,140
171967,3,140
135741,4,140
146949,6,140
158157,3,140
234903,3,140
185706,3,140
288088,4,140
288088,4,140
215442,4,140
175069,4,140
199446,3,140
288088,7,140
217618,3,140
724653,3,140
149584,4,140
186800,3,140
110803,3,140
193026,4,140
585041,3,140
499900,3,140
545152,3,140
177197,3,140
168120,3,140
174346,4,140
150116,5,140
149440,2,140
100787,3,140
155666,4,140
166205,3,140
168643,3,140
186800,4,140
224159,4,140
155666,3,140
185554,3,140
123288,5,140
139036,5,140
168120,3,140
172478,3,140
193026,3,140
108344,5,140
155666,2,140
598337,5,140
221606,3,140
296953,3,140
247756,3,140
354570,4,140
143601,3,140
152908,2,140
152553,5,140
102117,5,140
87173,3,140
149440,4,140
215442,4,140
109465,4,140
174346,3,140
664819,3,140
308033,2,140
230028,5,140
191468,3,140
159402,8,140
168120,3,140
161893,3,140
186800,4,140
186800,4,140
134496,3,140
168120,4,140
487534,4,140
695401,20,140
232687,4,140
252188,3,140
186800,3,140
141828,3,140
100565,3,140
168120,3,140
180573,3,140
305817,2,140
363435,3,140
105853,3,140
396676,4,140
220498,3,140
136986,6,140
121884,3,140
105853,3,140
242839,3,140
199490,4,141
164388,3,141
155666,3,141
155666,3,141
143213,3,141
181818,3,141
170610,5,141
160648,3,141
161893,3,141
139477,3,141
139477,3,141
230386,3,142
196762,3,142
164384,7,142
186800,4,142
120797,3,142
182604,3,142
198426,3,142
161893,2,142
385019,4,142
136986,5,142
193026,3,142
180573,3,142
199446,3,142
211706,5,142
193026,3,142
143213,2,143
157562,3,143
374515,3,143
164384,3,143
194570,3,143
209215,2,143
151224,3,143
157562,3,143
144044,4,143
262781,4,143
194570,3,143
327534,3,144
367372,4,144
161893,5,144
442092,3,144
367372,4,144
93400,4,144
162216,3,144
255512,3,144
173739,3,144
255512,4,144
373599,6,144
161893,5,144
105853,6,144
319113,8,144
122042,3,144
224159,3,144
257507,4,144
80946,2,144
186800,3,144
211706,3,144
190582,3,144
123288,4,144
363745,3,144
199253,4,144
314681,4,144
294737,4,144
202992,3,144
125872,3,144
454293,3,144
149440,2,144
168120,4,144
124533,7,144
99626,2,144
376288,3,144
217933,3,144
239335,3,144
121420,2,144
161893,5,144
130760,2,145
190582,4,145
186800,3,145
203878,4,145
238892,3,145
150692,3,145
115235,3,145
162305,3,145
136986,3,145
192798,3,145
133873,3,145
239335,4,145
165008,4,145
221606,3,145
122042,4,145
165008,4,145
5,4,145
211706,2,145
136986,2,145
168120,4,145
101939,2,145
118306,3,145
136986,2,145
124533,4,145
89664,2,145
152553,3,145
306570,4,145
161893,4,145
155666,3,145
149440,3,145
168120,4,145
152643,3,146
155125,4,146
205479,4,146
176310,3,146
186800,4,146
176310,3,146
105853,3,146
300277,4,146
172233,3,146
155125,4,146
144044,3,146
136986,3,146
202864,3,146
195014,4,146
190138,3,147
236613,3,147
149440,4,147
176842,3,147
224159,4,147
480886,5,147
87173,3,147
84060,3,147
84060,3,147
174346,3,147
261519,4,147
146260,6,147
169365,3,148
199446,4,148
273973,4,148
249928,3,148
239335,8,148
221669,3,148
265928,5,148
249066,3,148
89751,3,148
221163,4,148
348692,4,148
199446,4,148
221163,4,148
229584,3,149
149440,2,149
230386,4,149
250637,4,149
232820,3,149
146949,3,149
150692,3,149
323773,4,149
155666,3,149
203878,3,149
190582,4,149
190535,3,149
183800,3,149
188809,2,149
195517,5,149
198630,5,149
146949,3,149
186800,3,149
209197,6,149
205479,4,150
149440,3,150
554016,5,150
232687,3,150
700276,5,150
150692,3,150
153195,4,150
161893,3,150
186800,3,150
487534,3,150
166874,4,150
261496,3,150
151930,3,150
188366,3,150
245673,5,150
150692,4,150
124533,4,150
224709,3,150
155666,3,150
93400,3,150
273350,5,150
149363,3,150
185263,3,150
143213,3,150
298879,6,150
155666,3,150
224159,3,150
234903,3,150
113463,2,150
187878,3,150
149440,3,150
336239,3,150
186787,3,150
144000,3,150
181717,3,150
199253,4,150
155666,3,150
164384,3,150
105853,4,150
259280,3,150
186800,4,150
112080,3,150
230471,3,150
181717,3,150
236613,4,150
161893,2,150
205479,3,150
186800,3,150
474238,3,150
155666,3,150
92777,3,150
219169,3,150
94645,3,150
97758,9,150
154681,2,150
203878,3,150
211706,5,150
148476,2,150
140055,3,150
183889,4,150
137396,3,150
149440,2,150
299169,3,150
168120,3,150
394460,4,150
109589,3,150
193026,3,150
165629,3,150
175956,4,150
118306,4,150
168120,5,150
141163,2,150
442327,3,151
141163,4,151
199446,3,151
87173,3,151
155125,4,151
176837,4,152
509695,4,152
195517,3,152
168120,5,152
163138,3,152
90909,2,152
168120,4,152
460941,3,152
190535,3,152
105853,4,152
124533,3,152
171731,4,152
97507,3,152
182293,3,152
161893,3,152
224159,5,153
232244,4,153
158005,2,153
293185,4,153
124533,3,153
219178,4,153
212609,4,153
189474,3,153
149440,3,153
162881,3,153
224159,3,153
174346,4,153
288088,3,153
94521,6,154
155666,3,154
234903,3,154
618282,4,154
149440,3,154
1014958,5,154
117061,4,154
99626,5,154
219390,3,154
110834,3,154
154410,3,154
172853,4,154
185554,10,154
160886,5,154
319113,3,154
647091,4,154
149440,4,154
305817,5,154
174346,3,154
161893,3,154
188366,4,155
188366,5,155
159557,5,155
161893,3,155
199446,3,155
180573,5,155
188366,5,155
174980,4,155
149440,4,155
71606,2,155
290304,3,155
80946,3,155
629362,3,155
199446,3,156
230386,5,156
156897,3,156
160648,3,156
183933,4,156
522105,11,156
230386,5,156
136986,3,156
522105,11,156
221606,3,156
219390,4,156
206725,4,156
385595,3,156
139477,3,156
265928,3,156
180573,3,156
143213,3,156
180573,4,156
531856,4,156
99626,6,156
531856,4,156
99626,2,156
180573,3,156
222005,3,157
1905372,15,157
143213,2,157
565097,5,157
137396,3,157
217933,4,157
217933,4,157
168120,3,157
181717,4,157
160648,2,157
199446,3,158
340831,3,158
130760,3,158
340831,3,158
237119,4,158
753462,4,158
190582,2,158
211706,4,158
143213,3,158
220720,3,158
149440,3,158
210461,4,158
205479,4,159
248155,4,159
261496,3,159
199253,3,159
305817,3,159
190582,4,159
248199,4,159
225994,4,159
156410,2,159
155666,3,160
98381,3,160
97285,3,160
199253,3,160
105853,3,160
149440,2,160
161893,3,160
168120,3,160
412188,3,160
589473,4,160
172410,9,160
173101,3,160
199253,6,160
161893,4,160
182161,3,160
155666,4,160
171856,4,160
173101,4,160
164384,4,160
124533,5,160
110336,3,160
192403,3,160
115816,2,160
230386,3,160
191245,3,160
130760,3,160
137396,5,160
93075,2,160
199446,5,160
278338,3,160
137396,5,160
155125,3,160
212329,4,160
177285,4,160
6869801,4,160
204857,3,160
221606,3,160
230386,2,160
204764,3,160
192403,5,160
139169,3,160
155125,3,160
221606,3,160
183446,3,160
198161,3,160
234903,3,160
576177,5,160
79078,2,160
181717,3,160
85928,4,160
195989,3,160
199253,3,160
249066,2,160
286426,7,160
205479,3,160
234903,4,160
105853,4,160
210461,3,160
161773,3,160
168120,4,160
159557,3,160
217933,3,160
224159,2,160
201743,5,160
230386,4,160
576177,5,160
174346,4,160
137396,3,160
120797,3,160
99626,3,160
168120,4,160
118306,3,160
161906,4,160
99614,1,160
118306,3,160
463263,3,160
229763,5,160
155125,3,160
226792,3,160
186149,3,160
186105,3,160
199446,3,160
153176,5,160
82192,3,160
149440,5,160
155125,3,160
340831,3,160
87173,3,160
185485,4,160
155666,3,160
105853,4,160
600554,4,160
571745,4,160
575734,6,160
169988,3,160
204764,4,160
376731,5,160
228255,6,160
168120,3,160
172410,9,160
3,2,160
173848,3,160
175069,6,160
99626,4,160
186800,4,160
186800,3,161
180573,3,161
456509,2,161
177285,3,161
242748,4,161
159402,3,161
163989,3,161
744598,3,161
341274,4,161
157030,4,161
169988,5,161
149440,4,161
224159,4,161
175069,4,162
174346,4,162
93400,4,162
180573,4,162
224159,7,162
108344,2,162
177330,4,162
168120,7,162
156912,3,162
180822,4,162
143213,6,162
145704,3,162
157518,3,162
186800,3,162
222914,4,162
130760,8,162
288088,4,162
104155,1,162
80946,3,162
122042,3,162
99626,2,162
174346,5,162
173101,3,162
127497,3,162
330012,5,162
168120,4,162
191781,5,162
102117,2,162
209285,5,162
119667,3,162
118294,2,162
149440,3,162
74097,9,162
224159,4,162
106371,1,162
93400,3,162
110834,4,162
155666,6,162
141828,3,162
571745,4,162
93400,3,162
149440,3,162
141828,3,162
186800,3,162
105729,3,162
110834,3,162
120174,3,162
153051,3,162
139477,3,162
104155,3,162
112080,2,162
105853,5,162
99626,2,162
179058,3,162
381163,3,162
151535,3,162
84682,4,162
84682,1,162
180573,3,162
311333,3,162
97507,3,162
217933,3,162
93400,3,162
105853,3,162
99626,3,162
118182,5,162
112080,2,162
161893,3,162
64757,3,162
142005,4,162
118306,2,162
117451,5,162
118306,5,162
199446,3,162
75346,3,162
176837,3,163
143213,3,163
211706,3,163
434349,4,163
172410,3,163
124533,5,163
172410,3,163
473225,10,163
257064,3,163
182604,3,163
155666,3,163
124533,6,163
210305,4,163
172410,3,163
136862,3,163
136862,3,163
261519,5,164
199253,3,164
885983,4,164
554016,6,164
93400,4,164
232687,3,164
398448,4,165
797783,3,165
118306,3,165
218929,4,165
217174,3,165
186675,3,165
186800,3,165
236613,3,165
174334,3,165
819944,4,165
224159,5,165
155666,2,165
199446,4,165
348692,4,165
203435,3,165
221606,5,166
168120,3,166
174346,5,166
398892,6,166
136986,3,166
191245,6,166
112080,5,166
338127,5,166
200775,4,166
149440,3,166
186800,3,166
173101,3,166
259280,3,167
145817,3,167
181717,3,167
145704,4,167
199253,7,167
134496,3,167
211706,3,167
156454,4,167
204857,3,167
12,4,167
175069,4,168
99626,5,168
74720,5,168
181717,3,168
435866,4,168
518559,3,168
159557,3,168
161893,4,168
199446,3,168
212951,3,168
240349,3,168
112080,3,168
112080,3,168
105853,5,168
199446,3,169
107213,2,169
205479,3,169
298879,3,169
361219,4,169
429917,4,169
124533,4,169
300942,3,170
143213,3,170
130760,4,170
234903,2,170
219054,4,170
185554,5,170
392243,3,170
200377,4,170
201743,3,170
101939,3,170
224159,5,170
130760,3,170
140722,5,170
111582,3,170
87173,3,170
261496,4,170
124533,4,170
222914,4,170
87173,3,170
174346,3,170
442770,3,170
221606,4,170
162659,2,170
219054,4,170
208310,4,170
186800,2,170
146949,3,170
531412,4,170
311333,7,170
208310,4,170
212698,4,170
301385,7,170
211582,5,170
155666,12,170
149440,11,170
190582,3,170
376731,4,170
236613,3,170
261519,3,170
247821,3,170
293407,4,170
180573,4,170
155666,1,170
598337,7,170
131501,3,170
88643,2,170
211706,3,170
398448,4,170
219054,4,170
598337,6,170
168421,3,170
208443,3,170
97136,2,170
251557,3,170
442770,3,170
219346,6,170
172853,3,171
199253,5,171
261052,3,171
168120,3,171
118306,4,171
161893,6,171
131014,4,171
230386,3,171
234016,4,171
109589,5,171
223120,6,171
146260,2,171
161773,3,171
217174,3,171
152377,3,171
156676,4,171
176837,5,171
149440,2,171
314681,4,171
282327,4,171
99626,2,171
105853,3,171
197634,5,171
161893,3,171
159402,4,171
136986,2,171
174346,3,172
376731,3,172
376731,3,172
193026,3,172
398448,4,172
407534,11,172
372299,3,172
616066,5,172
186800,5,172
410959,3,172
398892,4,172
556232,4,172
176399,3,172
261519,4,173
211706,2,173
392243,3,173
206537,3,173
212742,3,173
247821,5,173
287671,4,173
172853,3,173
221252,3,173
174346,5,173
137706,4,173
250415,4,173
175069,3,173
567313,6,173
188366,3,174
186800,3,174
322540,3,174
170637,3,174
136986,3,174
212210,4,174
186800,5,175
255293,5,175
323786,8,175
188045,4,175
288088,3,175
186149,4,175
116936,4,175
211582,5,175
132005,2,175
159113,4,175
255293,5,175
221606,3,175
312465,5,175
226650,3,175
134496,8,175
359002,4,175
133185,3,175
272354,8,175
224159,5,175
273973,4,175
239103,6,175
330194,3,175
323786,8,175
276521,2,175
195014,3,175
217933,2,175
99626,3,175
159390,3,176
336842,4,176
464930,5,176
336842,4,176
150692,4,176
199446,4,176
243767,4,176
214197,3,176
975068,13,176
180573,5,176
246575,4,176
180573,5,176
174346,5,176
160635,3,176
214692,4,176
224159,4,176
190582,3,176
139656,3,176
234903,3,177
211706,3,177
149440,3,177
185554,4,177
331967,4,177
180573,3,177
247756,3,177
203878,3,177
221606,4,177
180573,3,177
180573,4,177
105853,2,177
177285,3,177
819944,3,177
193026,3,177
252802,4,178
526980,3,178
797783,5,178
394460,4,178
261496,6,178
238892,3,178
197230,4,178
407756,4,178
173739,3,178
203878,3,178
186800,3,178
526980,3,178
201743,3,178
179989,3,178
348692,4,178
289640,4,178
174346,4,178
390027,3,178
143213,4,178
223823,3,179
127024,2,179
188366,4,179
212742,6,179
474238,5,179
161893,6,179
209215,4,180
199253,3,180
161893,3,180
332410,3,180
199446,3,180
228255,3,180
186800,3,180
243767,3,180
409972,3,180
120797,4,180
230515,3,180
194349,3,180
199253,3,180
228255,3,180
598337,4,180
174346,3,180
272576,4,180
149440,3,180
64266,5,180
573074,3,180
195014,4,180
212742,3,180
149440,7,180
167497,4,180
199253,7,180
457617,5,180
228255,3,180
149440,3,180
161773,3,180
168120,4,180
108587,3,180
155666,2,180
168421,3,180
308033,3,180
70914,5,180
255293,5,180
135729,3,180
221606,3,180
236613,5,180
309806,3,180
510585,2,180
195014,3,180
248199,3,180
174346,4,180
161893,4,180
181717,4,180
185706,3,180
118306,6,180
112080,5,180
161893,3,180
221606,4,180
254847,4,180
199253,5,180
105853,2,180
193026,4,180
309806,3,180
198471,3,180
118306,4,180
168120,4,180
242839,3,180
205479,3,180
249066,4,180
398448,4,180
309806,3,180
349695,7,180
174346,4,180
221606,3,180
193026,2,180
143213,7,180
206316,5,180
192798,2,180
308033,3,180
82814,4,180
190847,3,180
221669,4,180
130760,4,180
225595,3,180
190847,3,180
161893,3,180
149440,3,180
245330,9,180
159402,9,180
149440,4,180
178705,8,180
225595,3,180
1041550,3,180
168120,3,180
203878,3,180
236613,4,180
224159,3,180
246575,3,180
272576,4,180
421052,4,180
186800,3,180
211706,3,180
265485,4,180
216731,3,180
159402,4,180
161893,2,180
186800,6,180
257064,3,180
534072,3,180
115816,4,180
143213,3,180
288088,3,180
421052,4,180
186800,5,180
136986,6,180
186800,3,180
143213,4,180
614736,4,180
161893,3,180
161893,3,180
293806,4,180
87173,3,180
174222,3,180
257950,3,180
224159,3,180
204234,3,181
195014,4,181
235656,8,181
174346,2,181
224159,4,181
97136,4,181
332410,4,181
226881,3,181
228518,4,182
356786,4,182
531412,7,182
166648,5,182
212742,3,182
212742,3,182
212742,3,182
173101,5,182
105853,7,182
277008,3,182
153176,4,182
186800,5,182
6,4,182
105853,7,182
212742,4,182
208310,3,183
185706,7,183
411302,3,183
481329,5,183
186149,3,183
221606,4,183
6,3,183
421052,5,184
323545,4,184
250790,8,184
161893,2,184
105853,3,184
105841,5,184
487534,4,184
421052,5,184
438781,3,184
279180,6,184
236613,7,184
97136,11,184
207867,3,184
473225,3,184
127024,2,184
166205,4,184
352354,3,184
100249,4,184
184309,4,184
247821,7,185
170637,3,185
255293,7,185
336842,4,185
591532,4,185
199253,4,185
112080,2,185
418393,3,185
571745,3,185
265928,3,185
221606,3,185
168120,2,185
168120,2,185
292653,4,185
230386,4,185
112133,3,185
143213,3,185
180573,3,185
186800,3,186
199253,3,186
341274,12,186
496399,3,187
161893,3,187
249066,3,187
755722,11,187
132964,4,187
184155,3,187
230386,3,187
212742,4,187
373599,5,187
230386,3,187
224159,3,187
472022,5,187
168120,5,187
212742,4,187
217933,4,187
176842,3,188
190582,3,188
170610,3,188
354127,3,188
382936,3,188
211706,4,188
155666,3,188
184309,3,188
562880,5,189
275900,3,189
118306,3,189
184309,4,189
146949,2,189
146260,4,189
311333,6,189
180573,3,189
217174,3,189
199446,3,189
150249,3,189
295845,4,189
186800,3,189
149440,3,189
206094,5,189
199446,3,189
297634,5,190
296953,3,190
319113,7,190
217933,8,190
300942,4,190
435866,3,190
77210,2,190
144709,3,190
240349,5,190
172853,3,190
381163,4,190
214914,3,190
193026,3,190
146925,3,190
155125,7,190
186800,2,190
629362,3,190
157341,7,190
99626,4,190
80946,2,190
174346,4,190
319113,7,190
381163,4,190
236613,4,190
332410,4,190
158157,3,190
149427,7,190
234149,5,190
186800,3,190
158449,4,190
252631,3,190
195014,3,190
168120,3,190
299169,4,190
299169,3,190
230028,3,190
298879,5,190
236613,3,190
311333,9,190
149440,3,190
212299,3,190
270138,3,190
398448,3,190
230386,3,190
527423,3,190
522991,4,190
125651,6,190
168120,2,190
296953,3,190
124100,3,190
522991,4,190
149427,7,190
161893,6,190
5,3,190
161893,5,190
143213,4,190
217933,3,191
170610,4,191
199446,3,191
234016,4,191
252631,3,191
170610,6,192
174346,5,192
211856,4,192
155666,3,192
376996,4,192
217933,4,192
373599,4,192
176399,2,192
223645,3,192
193595,3,192
272576,3,192
345706,3,192
199446,5,192
881994,4,192
170610,7,192
673684,5,193
611634,3,193
610747,4,193
425484,4,193
168120,3,193
611191,4,193
234903,3,193
673684,5,193
278781,4,193
453850,4,193
301385,2,193
180573,4,194
180573,4,194
261519,3,194
219390,4,194
224159,5,194
217920,5,194
99626,3,194
192798,4,194
214197,4,194
242839,4,194
323786,6,194
161893,3,194
195014,3,194
491966,4,195
221163,6,195
180573,6,195
181185,6,195
174346,3,195
527423,3,195
163989,3,195
660387,4,195
199253,3,195
527423,3,195
246914,3,195
226039,3,195
168120,8,195
224159,6,195
166205,4,195
314681,4,196
531856,3,196
210526,3,196
531412,4,196
299612,5,196
651523,3,197
242839,3,197
744598,4,197
263712,3,197
149440,3,197
270005,3,197
93400,3,198
193026,3,198
174346,4,198
376731,13,198
376731,13,198
114570,4,198
258393,5,198
155666,4,198
161768,4,198
99626,3,198
146326,2,198
624930,5,198
211706,3,198
174346,4,198
288088,3,198
155666,3,198
261496,5,198
181717,3,198
646202,5,198
224159,3,198
297130,3,198
102117,4,198
348692,4,199
527423,4,199
174803,3,199
348692,4,199
203878,4,199
243767,2,199
211706,3,199
186800,3,199
203878,4,199
259029,5,199
174346,3,199
176842,4,199
239335,2,199
195900,3,199
199253,7,199
155666,3,199
192798,3,199
8,3,199
164384,4,200
199253,3,200
336842,5,200
206094,3,200
187036,4,200
359002,3,200
534072,3,200
310249,4,200
664376,4,200
386052,4,200
288088,3,200
611634,5,200
265928,3,200
374515,3,200
132521,3,200
243767,4,200
398892,10,200
124533,5,200
278604,4,200
149806,4,200
664376,4,200
722437,4,200
242839,4,200
221606,3,200
443213,5,200
298879,4,200
188366,5,200
277008,4,200
178082,4,200
181717,3,200
186800,4,200
193026,5,200
319113,3,200
236613,5,200
190803,3,200
149440,4,200
487534,4,200
118182,3,200
460772,5,200
522991,5,200
686980,4,200
190582,4,200
775623,4,200
108587,5,200
686980,5,200
281440,4,200
354570,7,200
193026,3,200
412809,3,200
609418,3,200
407756,3,200
286426,6,200
155125,3,200
219390,3,200
236613,4,200
149440,4,200
93400,2,200
119667,7,200
158157,3,200
140349,3,200
243767,4,200
205479,6,200
753462,4,200
611634,5,200
310249,4,200
261519,4,200
235367,4,200
224159,4,200
209215,4,200
210526,3,200
527423,3,200
407756,4,200
597758,4,200
609418,4,200
130760,3,200
613850,4,200
174346,6,200
281440,4,200
2038735,6,200
161893,3,200
498132,11,200
144709,3,200
288088,3,200
136986,2,200
203878,3,200
310160,3,200
149440,4,200
309363,4,200
201743,5,200
155666,4,200
230386,4,200
319113,5,200
143213,4,200
188410,3,200
386052,4,200
274792,3,200
176842,3,200
236613,8,200
114570,2,200
124533,3,200
199446,4,200
664376,4,200
265928,4,200
74720,3,200
130760,3,200
315068,3,200
199253,2,200
171856,3,200
221669,5,200
332410,5,200
310249,4,200
161893,2,200
211706,4,200
279224,3,200
205479,3,200
161893,5,200
136986,4,200
255293,3,200
217174,3,200
93400,3,200
442770,4,200
274792,6,200
205355,4,200
523039,4,200
326737,6,200
80946,3,200
237429,3,200
236613,2,200
247821,3,200
204942,4,200
327534,5,200
186800,6,200
149440,4,200
155044,3,200
82192,2,200
136986,2,200
336239,3,200
183064,4,200
183064,4,200
168120,2,200
354570,3,200
136986,7,200
80946,4,200
336239,4,200
155666,4,200
221606,2,200
224159,3,200
168107,4,200
174346,3,200
341274,3,200
149440,3,200
152908,3,200
273817,5,200
161893,6,200
664376,5,200
155666,4,200
298879,5,200
289539,5,200
154681,4,200
168107,4,200
549584,4,200
174222,3,200
664376,4,200
174346,3,200
664376,4,200
230471,3,200
150692,3,200
322216,3,200
155125,4,200
310249,4,200
243767,7,200
123288,4,200
664376,4,200
367867,4,200
318670,3,200
112576,3,200
156631,3,200
180573,3,200
199253,4,200
100609,3,200
240971,3,200
664376,4,200
288088,3,200
310249,4,200
288088,5,200
274792,3,200
618282,4,200
153573,3,200
319113,5,200
150692,3,200
208310,4,200
236613,2,200
664376,4,200
330238,5,200
149440,4,200
254847,4,200
155666,3,200
242839,3,200
221606,3,200
144487,6,200
174222,3,200
239335,3,200
149440,3,200
251479,4,200
161893,3,200
195014,3,200
244085,3,200
664376,4,200
118306,4,200
124533,7,200
226039,4,200
297634,3,200
199253,3,200
325052,4,200
301385,4,200
311800,6,201
171789,3,201
274792,3,201
205479,4,201
305817,4,201
231357,3,201
885051,3,201
744598,3,201
84210,3,202
319113,4,202
354570,3,202
323786,7,202
164384,4,202
261496,3,203
296953,4,203
319069,7,203
230386,3,203
174346,5,203
221163,3,203
465374,4,204
664819,3,204
164384,6,204
296953,4,204
155666,3,204
354570,5,204
305374,4,204
746814,3,204
735733,3,204
187213,5,204
173101,7,204
598337,4,204
746814,3,204
205479,3,204
273973,5,204
143213,4,204
250415,5,205
374515,3,205
173739,3,205
516343,3,205
354127,4,205
474238,6,205
199253,14,205
323786,5,205
336239,3,205
193026,5,205
230386,4,205
211706,4,205
192443,4,205
220423,4,205
261519,4,205
217933,3,205
11,3,205
128089,2,205
930747,4,206
212742,5,206
149440,3,206
234460,3,206
149440,3,206
700276,3,206
267746,4,207
735733,3,207
124533,4,207
354127,7,207
363213,4,207
363435,3,207
746814,4,207
267746,4,207
267746,4,207
309806,3,208
270360,4,208
143213,4,208
180573,4,208
132077,3,208
161893,3,208
642659,4,208
273973,5,208
143213,4,208
168120,4,208
168421,3,208
317961,4,209
248199,4,209
248199,4,209
301385,9,209
236613,4,209
224159,4,209
161330,3,209
248199,4,209
248199,5,209
840598,4,210
211706,5,210
620498,5,210
628476,4,210
186800,4,210
336842,4,210
283656,4,210
161893,3,210
168120,3,210
236613,5,210
642659,4,210
628476,4,210
249066,3,210
309806,4,210
186149,3,210
235568,3,210
193026,7,210
124533,7,210
793351,4,210
221163,4,210
310249,5,210
168421,3,210
211706,6,210
598337,3,210
205479,4,210
314681,3,210
448319,5,210
195014,3,210
613850,3,210
367867,3,210
219178,3,210
224159,8,210
83437,4,210
310249,4,210
642659,4,210
616066,3,210
149440,4,210
405540,4,210
435866,3,211
731301,3,211
317828,4,211
124533,4,211
174346,3,211
186800,3,211
193026,3,211
168421,3,212
273973,4,212
438781,3,212
573961,4,212
573961,4,212
343490,6,212
485679,4,212
311357,7,212
1108032,4,212
412188,5,213
155666,6,213
93400,1,213
412188,5,213
273973,6,213
230386,3,214
354127,4,214
249066,4,214
295143,3,214
174346,3,214
186800,4,214
160648,9,214
373101,4,215
348692,4,215
168120,3,215
199253,4,215
246575,5,215
221606,3,215
423412,4,215
257064,4,216
282690,5,216
611634,5,216
664819,6,216
485679,3,216
394460,5,216
296953,3,216
323545,3,216
485679,3,216
660387,4,216
394460,5,216
611634,4,216
246575,4,216
143213,3,216
673684,4,216
161893,4,216
250415,4,217
149440,4,217
224159,9,217
230386,9,217
217933,9,217
598337,3,217
370083,4,218
390027,3,218
1017129,7,218
248199,3,218
226039,5,218
132077,6,218
130760,3,218
229363,3,219
374515,5,219
122327,5,219
149440,4,220
299169,4,220
538504,5,220
336842,4,220
125429,3,220
686980,4,220
474238,4,220
498132,4,220
323537,5,220
642659,4,220
585041,8,220
244085,2,220
274792,3,220
136986,4,220
185056,3,220
161893,5,220
235367,6,220
660387,4,220
274792,3,220
633795,3,220
273973,2,220
146949,3,220
298867,9,220
217933,3,220
176842,3,220
620498,5,220
171856,3,220
474238,4,220
376731,4,220
217933,3,220
305817,4,220
704709,3,220
230386,3,220
205479,3,220
217933,3,220
311333,5,220
161893,3,220
235367,3,220
289861,5,220
386052,3,220
224159,6,220
332410,3,220
221606,3,220
217933,4,220
252631,4,220
217933,3,220
274792,4,220
186800,4,220
819944,3,220
273973,2,220
412188,4,220
199253,6,220
235367,3,220
298879,5,220
234903,4,220
161773,3,221
330012,4,221
509695,4,221
877562,4,221
443213,2,221
161893,4,221
749030,3,221
161893,5,221
483102,4,222
483102,4,222
161893,6,222
396676,5,222
205479,3,222
172853,4,223
125341,7,223
228518,3,223
509695,4,223
367372,4,223
172853,3,223
269917,3,223
261519,4,223
459257,4,223
771191,4,224
177285,1,224
124533,3,224
363435,4,224
576177,3,224
124533,2,224
257064,3,224
576177,4,224
248199,5,224
188366,7,225
310249,4,225
460941,3,225
749030,5,225
396232,3,225
277709,4,225
136986,5,225
199253,7,225
261519,4,225
298879,4,225
184309,3,225
163138,4,225
141828,3,225
186800,5,225
354570,5,225
394016,4,225
412188,3,225
473225,4,225
174346,4,225
163989,4,225
323773,5,225
311333,3,225
487534,3,226
797783,6,226
398506,4,226
249066,4,226
376731,5,226
217174,4,226
376731,5,226
332410,4,226
168120,3,226
301385,3,227
458238,4,227
327313,3,227
1006093,5,227
74720,3,227
1006093,5,227
193026,5,227
309363,3,227
288088,3,227
363435,3,227
332410,4,228
558448,5,228
181717,3,228
372299,3,228
558448,5,228
217174,7,228
243324,3,228
186800,3,228
496399,3,229
182382,4,229
363435,4,229
124533,4,229
217933,4,229
795567,2,229
