Precio en dolares,Recamaras,Area total
243767,4,230
136986,3,230
172853,4,230
784487,4,230
250637,3,230
398892,3,230
407756,4,230
483102,3,230
255293,4,230
336399,4,230
361146,3,230
797340,4,230
161994,3,230
249066,4,230
286426,5,230
531811,4,230
182382,3,230
522991,3,230
571745,4,230
664819,4,230
68493,3,230
84682,2,230
143213,6,230
188366,6,230
373599,4,230
248443,4,230
199253,5,230
486648,4,230
398892,3,230
522991,3,230
292077,3,230
143213,3,230
205562,3,231
456509,5,231
456509,5,231
186800,3,231
748587,3,231
236365,4,231
247756,4,231
166874,8,231
149440,4,232
465374,3,232
465374,5,232
554016,5,232
336842,3,233
1573406,4,233
487534,3,233
10,4,233
487534,3,233
195014,3,233
180573,3,233
199253,3,233
487490,5,234
255293,4,234
359002,4,234
693246,4,234
460772,6,234
359002,4,234
227895,3,234
143213,4,234
174346,7,234
168421,2,234
305106,5,234
473225,5,235
236613,3,235
450809,4,235
277584,4,235
332410,4,235
210526,4,235
252631,2,235
554016,3,235
385595,3,235
345706,4,236
211058,8,236
249066,4,236
576177,15,237
211191,3,237
435866,13,237
784558,4,237
13296,3,237
239335,4,237
288088,3,237
326737,6,237
407756,4,237
323102,3,239
407756,4,239
731301,4,239
193026,2,239
252631,5,239
237119,5,240
314681,4,240
308033,3,240
502603,4,240
436565,3,240
1041550,4,240
1041550,4,240
642659,4,240
456509,3,240
1373960,5,240
430759,5,240
554016,5,240
456509,3,240
607202,3,240
217933,4,240
421052,4,240
531856,4,240
342466,4,240
554016,5,240
361146,5,240
633795,4,240
379833,4,240
185706,3,240
314681,4,240
306127,6,240
531856,4,240
199446,4,240
686980,4,240
180573,4,240
598337,3,240
230386,3,240
554016,5,240
199253,4,240
174346,3,240
686980,3,240
642659,3,240
473225,7,240
309806,3,240
180573,3,240
146482,5,240
535492,3,240
633795,4,240
536288,4,240
279224,5,240
174346,4,240
319113,4,240
447073,4,240
273973,3,240
372299,3,240
193026,8,240
540720,4,240
273973,3,240
261496,5,240
137396,2,240
332410,3,240
149440,3,240
319291,3,240
199253,5,240
311333,4,240
330681,4,240
356786,5,241
597894,4,241
300942,4,241
242715,3,241
381163,5,241
292521,3,241
277008,5,242
531856,3,242
301385,3,242
531856,3,242
240349,4,242
531856,3,242
159557,3,243
271482,4,243
224159,4,243
199446,4,243
383379,3,244
383379,3,244
704709,3,244
343490,3,244
664819,4,244
274792,3,244
155666,4,245
363435,4,245
510585,5,245
510585,5,245
257064,4,245
382936,3,245
386052,3,245
885983,3,245
562880,5,245
175069,3,245
155666,6,245
220720,3,245
576177,3,245
317559,6,245
510585,3,246
273973,3,246
230386,3,246
465374,5,246
567313,3,246
186800,2,247
259280,3,247
709141,4,247
259280,3,247
729972,4,247
487534,4,248
14,3,248
80946,4,248
678559,6,248
664819,6,248
198007,3,248
296509,3,248
249066,3,248
102117,4,248
279224,3,249
236613,4,249
380720,4,250
199253,6,250
509695,5,250
298879,5,250
273973,5,250
487534,5,250
554016,3,250
644210,5,250
254537,4,250
673684,6,250
877562,6,250
443213,3,250
819944,4,250
198007,4,250
318714,4,250
647091,3,250
149440,4,250
1019390,5,250
620498,4,250
478670,4,250
970636,4,250
273973,3,250
700276,4,250
793351,3,250
126316,4,250
465374,3,250
961772,4,250
93400,3,250
181717,3,250
146260,4,250
205479,2,250
391091,5,250
186800,4,250
274792,5,250
199253,4,250
531856,5,250
443213,7,250
1001661,4,250
381163,4,250
174346,5,250
186800,3,250
105853,6,250
535492,3,250
572852,4,250
205479,3,250
105853,6,250
223823,3,250
186800,1,250
670537,3,250
593905,4,250
281445,4,250
629362,5,250
10,4,250
217933,3,250
390027,5,250
305817,3,250
576177,5,250
425041,5,250
161893,5,250
189290,3,250
279224,3,250
530969,5,250
307235,5,250
243767,5,250
554016,4,250
211706,4,250
491966,5,250
465374,4,250
620174,3,250
186800,3,250
174346,4,250
207970,3,250
114925,5,250
288088,3,250
120797,4,250
255293,4,250
331967,3,250
531856,4,250
332410,3,250
560399,4,250
372875,5,250
177285,5,250
161893,3,250
153176,3,250
585305,5,250
416620,4,251
398448,5,251
466703,1,251
352354,4,251
495641,4,251
680332,4,252
576177,5,252
331967,4,252
155666,3,252
358958,5,252
236543,4,252
261519,5,252
487534,3,252
421052,4,252
163546,5,252
332410,3,252
487534,3,252
371856,3,252
434349,4,252
494182,3,253
331967,4,253
339058,3,253
176842,3,253
186800,3,253
286426,3,254
367867,4,254
607202,4,254
361146,3,254
306969,4,254
306969,4,254
252631,4,255
435866,6,255
567313,5,255
571745,3,255
223158,3,256
394460,5,256
602770,3,256
504820,5,256
161893,2,256
323786,4,256
314681,4,256
180573,3,256
159402,5,256
1263157,4,257
1263157,4,257
522991,4,257
589473,4,258
155666,3,258
336842,3,258
124533,3,258
450304,4,258
398892,4,259
242839,6,259
273973,3,259
576177,4,260
274748,4,260
323786,4,260
271482,4,260
842105,4,260
1063711,5,260
211706,3,260
576177,2,260
1014958,4,260
274748,4,260
190582,3,260
212742,4,260
567313,5,260
310249,4,260
323786,4,260
271482,4,260
589473,5,260
273973,5,260
249066,5,260
394460,5,260
149440,3,260
1019390,3,260
421052,4,260
576177,3,260
379833,4,260
149440,3,260
389363,3,260
576177,5,260
273906,4,260
318670,3,260
478670,4,260
289861,3,261
547368,4,261
465374,3,261
212299,8,261
833240,3,262
376731,4,262
314238,5,262
267746,5,262
309806,3,262
376731,4,262
177285,4,262
373599,3,263
731257,3,263
341274,4,263
341274,3,263
221163,4,263
331789,8,263
248864,5,264
554016,4,264
438781,5,264
554016,3,264
394460,5,264
327978,4,264
348692,4,264
674127,3,264
149440,4,264
359900,4,264
205479,5,264
819944,6,265
243767,3,265
797343,4,265
226650,3,265
815512,6,265
620055,8,265
766758,4,266
359002,4,266
452077,2,266
394460,3,266
193026,5,266
412188,5,266
243767,3,267
509695,3,267
503047,3,267
196762,3,267
196762,3,267
199253,3,268
390027,4,268
203435,3,268
296389,3,268
1329639,4,268
125429,4,268
249972,3,268
664819,4,268
443213,4,268
236613,6,269
197230,3,269
197230,3,269
704709,4,270
394460,4,270
487091,3,270
212742,3,270
842105,5,270
305817,3,270
199446,3,270
221606,3,270
174346,4,270
376731,6,270
296953,3,270
217933,4,270
487534,3,270
296953,4,270
286426,4,270
784558,3,270
580609,5,270
224159,4,270
176837,4,270
280199,4,270
318804,4,270
179328,5,270
160648,2,270
842105,5,270
293898,8,270
443213,5,270
75965,4,270
435866,3,270
487534,4,270
321329,4,270
185263,3,270
997229,4,271
221518,2,271
208310,3,271
487091,4,271
376288,5,272
300631,4,272
616066,5,272
376731,5,272
434349,4,272
607202,4,272
376731,5,272
168120,3,272
332410,4,272
607202,4,272
232997,3,273
205208,4,273
199253,4,273
545152,3,273
224159,9,273
744598,4,274
567313,4,274
554016,6,275
354570,3,275
170016,5,275
199446,3,275
366127,4,275
526980,4,275
370083,4,275
174346,4,275
259280,4,275
371108,4,275
366127,4,275
184309,2,275
231631,4,275
576177,4,275
447645,4,275
354127,4,276
908587,5,276
68493,3,276
311333,5,276
642659,5,276
354570,4,276
348692,8,276
545152,4,276
618282,5,276
348692,8,276
642659,6,277
394460,4,277
464930,4,277
487534,4,277
467590,4,277
327978,4,278
327978,4,278
332410,3,278
731301,5,278
567313,3,278
256177,5,278
305817,3,278
159113,3,279
238449,6,279
163102,5,279
367867,3,280
323102,3,280
252188,5,280
698060,5,280
730858,4,280
698060,5,280
682548,5,280
500831,4,280
265928,4,280
110834,6,280
681972,3,280
1130193,7,280
1130193,7,280
544709,5,280
193649,5,280
695844,7,280
343490,5,280
226039,5,280
478670,3,280
664819,6,280
456509,4,280
485318,4,280
403324,4,280
376731,6,280
731301,5,280
367867,3,280
265928,3,280
433905,3,280
226039,5,280
456509,4,280
1806,4,280
323786,4,280
527423,4,280
476454,3,280
527423,4,280
283213,4,280
483102,3,280
311333,3,280
224159,3,280
173101,4,280
487534,3,280
149440,4,280
174346,6,280
136986,4,280
471135,4,280
361146,8,280
660387,3,281
753462,3,281
686980,4,281
311333,8,281
311333,8,281
224159,8,282
249066,6,282
205479,3,282
686980,4,282
260274,6,282
414404,4,283
997229,4,283
522991,4,283
283169,3,283
664819,10,283
837672,5,284
365651,3,284
359002,3,284
471135,3,284
396676,4,284
394460,4,285
280199,5,285
281130,5,285
311333,5,285
531856,3,285
178082,3,285
255293,3,285
518559,5,285
518559,5,285
321329,3,285
311333,5,285
361146,5,286
567313,5,286
447645,4,286
509695,4,286
242839,3,286
469806,4,286
372742,5,286
567313,5,286
460941,4,286
205119,4,286
460941,4,286
460772,6,287
384266,3,287
384266,3,287
398892,4,288
498132,4,288
261519,6,288
373599,3,288
367372,6,288
273973,5,288
398892,4,288
186800,3,288
704709,4,289
149440,2,289
273973,4,289
332410,3,290
686980,6,290
708698,3,290
482659,5,290
642659,4,290
180573,5,290
249066,6,290
211706,4,290
168120,5,290
482659,5,290
257064,4,290
366537,5,290
366537,5,290
359002,3,290
280075,5,290
1194459,5,290
392279,5,290
118306,5,290
716675,3,290
598337,3,290
454293,4,291
190582,5,292
356164,5,292
597894,3,292
642659,4,293
407579,3,293
709141,5,293
359002,3,293
442770,5,294
642659,4,294
642659,4,294
186800,4,294
686980,3,294
265485,3,294
224159,6,294
443213,2,294
370083,5,294
315124,7,294
575734,4,294
265485,3,294
80946,3,294
215442,2,294
215442,2,295
298879,4,295
367867,5,295
374515,4,295
793351,4,295
149440,2,295
149440,2,295
161893,3,295
464930,3,295
215442,2,295
885539,4,295
363435,4,295
523039,5,295
224159,5,296
376731,5,296
165318,4,296
837672,3,296
731301,6,296
521817,12,296
642659,4,297
554016,3,297
664819,4,297
616066,3,297
273973,3,297
616066,4,297
238803,3,298
287645,3,298
1050415,6,298
228255,3,298
332410,3,298
395392,3,298
261519,6,298
487091,5,299
398892,3,299
487091,5,299
356164,5,299
398892,3,299
195014,2,299
602770,4,299
323545,5,300
363435,3,300
178082,4,300
250415,3,300
381163,4,300
283935,3,300
217933,4,300
1147922,5,300
387811,4,300
775623,5,300
398892,3,300
686980,4,300
762326,5,300
487534,3,300
749030,4,300
797783,5,300
275678,4,300
277008,4,300
655955,4,300
159557,4,300
350138,6,300
311333,5,300
629362,4,300
509695,5,300
149440,4,300
217933,4,300
788919,1,300
298879,6,300
434349,4,300
136364,3,300
136986,2,300
420609,3,300
770747,6,300
749030,4,300
531412,4,300
140722,2,300
283935,3,300
93400,3,300
753462,4,300
153176,3,300
224159,7,300
168377,10,300
598337,3,300
465374,3,300
268232,5,300
886426,6,300
629362,4,300
222914,2,300
182441,3,300
331967,3,300
286426,5,300
412188,4,300
310249,4,300
249066,1,300
625156,4,300
467856,4,300
434349,4,300
268232,5,300
283935,3,300
274349,3,300
864265,4,300
616066,4,300
155666,4,300
775623,4,300
205208,3,300
742382,4,300
367867,5,300
274349,3,300
819944,5,300
246870,3,300
775623,3,300
376288,3,300
255293,3,300
1240996,4,300
625156,4,300
221606,4,300
376288,3,300
387811,3,300
704709,4,300
598337,5,300
236613,5,300
547945,4,300
363435,3,300
470116,5,300
205479,3,300
567313,4,300
211706,4,300
389584,5,300
367867,7,300
186800,6,300
467856,4,300
624930,5,300
311333,7,300
610212,4,300
286426,3,300
298879,6,300
136986,4,300
273973,3,300
558448,4,300
224159,4,300
1772852,8,300
236613,3,300
454545,3,300
464930,3,300
664376,5,300
567313,4,300
598337,5,300
136986,9,300
318670,6,300
376731,4,300
314681,9,300
655955,4,300
762282,5,300
181717,4,300
314681,9,300
407756,3,300
175512,7,300
283935,3,300
242839,5,300
359002,3,300
128269,4,300
273973,5,300
435866,6,300
7,3,300
747198,3,300
819944,4,300
168120,7,300
230386,3,300
247821,3,300
10,4,300
49813,3,300
221606,4,300
598337,4,301
576177,4,301
254980,6,302
835456,4,302
460941,5,302
319113,3,302
527423,4,303
473225,7,303
249066,4,303
759651,9,303
348692,4,303
678116,4,304
376731,4,304
1506924,5,304
376731,5,304
598337,5,304
174346,3,304
318670,3,304
485679,5,305
766758,6,305
305817,4,305
1057240,7,305
886426,1,305
398448,4,305
576177,4,306
242839,5,306
597758,3,306
230386,4,306
255293,3,306
257064,4,306
407756,4,307
407756,4,307
339501,3,307
678116,3,308
651523,4,308
651479,4,308
797783,5,309
793351,5,309
749030,5,309
709141,3,310
764542,3,310
775623,3,310
281440,4,310
509695,3,310
576177,4,310
186800,7,310
259280,7,310
161893,2,310
448294,3,310
1772852,4,310
797783,5,310
274792,4,310
448306,3,310
361146,6,310
1147922,4,310
740166,5,310
655955,6,311
421052,4,312
421052,5,312
348692,3,312
620498,4,312
842105,3,312
686980,4,312
514127,4,313
398892,4,313
828808,11,313
684919,3,313
443213,2,313
248332,3,314
531856,7,314
460941,10,314
373599,3,314
199253,5,315
620498,4,315
267746,3,315
796897,4,315
520775,4,315
87173,1,315
753019,6,315
143213,2,315
429917,5,315
404210,5,315
797783,5,315
199253,4,315
421052,3,316
797783,6,316
249066,4,316
279224,4,316
332410,5,316
850260,5,317
191283,2,317
465374,4,318
186149,4,318
452077,5,318
452077,5,318
1458171,6,318
248199,4,318
452077,5,318
573961,4,319
686980,4,319
248199,3,319
636232,3,319
793351,5,319
429917,4,319
429917,4,319
485318,5,320
664819,5,320
793351,5,320
881994,4,320
611634,4,320
597894,4,320
224159,3,320
485318,5,320
348692,4,320
529639,5,320
1130193,4,320
526980,3,320
664819,5,320
992797,5,320
527423,2,320
224159,4,320
105853,8,320
161893,2,320
620498,4,320
257064,4,320
664819,5,320
718005,4,320
864265,3,320
314238,6,320
664819,5,320
680332,5,320
273973,3,320
664819,6,321
669252,5,321
282327,4,321
374471,10,321
374844,6,321
371108,7,321
386052,7,321
267746,5,321
951135,6,322
664819,5,322
797783,6,322
190582,6,324
146260,2,324
531856,4,324
509695,3,325
609418,5,325
398892,3,325
286426,4,325
881994,3,325
311333,4,325
149440,3,325
686980,3,326
332410,4,326
722437,5,326
616066,7,326
352354,4,326
609418,7,326
414404,4,326
908587,6,327
589030,4,327
249066,5,327
788919,5,328
472687,3,328
185839,3,328
361146,3,328
318670,3,328
396676,4,328
292521,3,329
367867,5,330
403324,5,330
460941,4,330
336239,3,330
835456,5,330
842105,4,330
460772,4,330
298879,9,330
469806,3,330
589473,6,330
354127,3,330
298879,9,330
642659,3,330
174346,3,330
487534,3,330
779612,4,330
664819,5,330
286426,4,330
298879,9,330
267746,5,330
161893,2,330
199253,3,331
152465,3,331
290304,4,332
290304,4,332
673684,3,332
249066,5,333
598337,4,333
424155,3,334
354919,3,334
604631,4,334
336842,2,334
345706,3,335
573961,4,335
873130,4,335
231631,4,335
571745,3,335
571745,3,335
285181,5,335
575290,4,335
443213,5,335
597894,4,336
359002,6,336
1130193,6,336
195368,4,337
332365,4,337
24,5,337
611634,4,338
503490,2,338
573961,5,338
503490,2,338
205479,3,338
545152,4,339
242839,4,339
598337,5,340
286316,3,340
575734,4,340
864265,4,340
576133,5,340
394460,5,340
664819,3,340
286316,3,340
394460,4,340
740166,5,340
775623,5,340
412188,3,340
412188,3,340
438781,3,340
314681,3,340
412188,3,340
348692,6,340
312465,3,340
247821,3,340
339058,4,340
332410,3,340
280554,4,341
298879,3,341
230386,4,341
704709,5,342
463158,3,342
704709,5,342
463158,3,342
311800,3,344
647572,5,344
311333,3,345
442327,6,345
478670,3,345
298879,4,345
292521,3,345
708698,4,346
879778,5,346
1041550,3,346
379833,3,346
709141,6,347
709141,6,347
487534,2,347
126981,3,347
397562,4,347
480886,6,347
217933,5,347
722437,4,348
420609,5,348
620498,3,348
435866,4,348
516343,5,348
688667,6,348
354526,4,348
201485,3,348
886426,6,349
440997,3,350
398892,4,350
314681,4,350
620498,6,350
211706,3,350
394460,5,350
527423,3,350
616066,4,350
436565,4,350
181717,5,350
318670,7,350
611634,3,350
149440,3,350
881994,3,350
775623,9,350
558448,3,350
719423,8,350
211706,3,350
495955,3,350
407756,3,350
407756,3,350
503047,3,350
13697,3,350
350138,5,350
302271,7,350
793351,5,350
305374,3,350
398448,3,350
477562,4,350
872686,4,350
680332,6,350
421052,13,350
354570,3,350
354570,3,350
576177,4,350
837672,4,350
975068,5,350
620055,3,350
598337,3,350
593905,7,350
731301,17,350
249066,5,350
722437,6,350
224159,3,350
311333,4,350
373599,4,350
686537,4,350
410959,5,350
819944,17,350
443213,3,350
460277,5,350
505263,3,350
434349,3,350
201219,6,350
359002,5,350
576177,5,350
522548,3,350
502160,6,350
298879,4,350
460277,5,350
471980,6,350
199253,4,350
350581,5,351
642659,4,351
1058836,8,351
487091,4,351
249066,4,351
249066,4,351
296953,5,352
662603,5,352
597758,2,352
332410,4,354
693628,6,354
693628,6,354
693628,6,354
864265,4,354
693628,5,354
394460,6,354
365651,4,354
493296,4,355
697385,1,355
565097,5,355
686980,2,355
398892,4,355
664819,4,356
664819,4,356
819944,5,356
1772852,4,356
230386,3,357
286426,3,357
261496,3,357
354570,4,358
249066,6,358
425484,4,358
354570,4,358
576177,4,359
523039,6,360
540720,5,360
1041550,4,360
359002,4,360
359002,4,360
314681,5,360
753462,4,360
523039,6,360
655955,3,360
502249,3,360
323786,4,360
199253,3,360
704709,4,360
243767,3,360
598337,3,360
209838,3,360
359002,4,360
616066,3,360
554016,5,360
478670,4,360
323545,2,360
487091,5,360
323545,2,360
314681,5,360
487490,3,360
549584,3,360
294737,3,360
305106,4,360
554016,5,360
323545,2,360
317559,4,360
305374,4,361
1240312,4,361
325008,3,361
547945,5,361
554016,4,362
1494396,10,362
296389,5,363
421052,3,363
283745,4,364
149440,3,364
487534,3,365
593905,4,365
1014958,3,365
518559,4,365
518559,4,365
573961,3,365
12,4,365
709141,4,366
385595,3,366
443124,5,366
443124,5,366
766758,5,368
452077,3,368
766758,5,368
373599,5,368
554016,4,368
704709,3,369
1323877,4,369
211706,4,370
859833,4,370
864265,4,370
360897,5,370
558448,5,370
1639888,5,370
662603,5,370
398448,4,370
819944,5,370
662603,6,370
398892,4,370
211706,4,370
554016,4,370
597894,3,371
797783,4,371
228255,3,371
221562,3,371
686980,6,372
824376,6,373
310249,5,373
398005,3,373
372299,3,373
341274,4,374
952465,4,374
308842,5,374
642659,6,374
1063711,4,375
691412,3,375
1196675,6,375
498615,4,375
479452,8,375
760110,4,375
749030,4,375
354570,4,375
731301,3,375
760110,3,375
381163,4,375
161893,5,375
700276,5,375
479452,8,375
1218836,5,376
926315,8,376
332410,3,376
311333,4,377
554016,3,377
793351,3,377
673684,10,377
243767,10,377
731656,7,378
498132,3,379
1196675,4,380
886426,10,380
797783,5,380
554016,3,380
476454,5,380
749030,4,380
418836,3,380
298879,4,380
1196675,4,380
507479,3,380
319113,4,380
177285,5,380
527423,4,380
443213,4,380
290304,6,380
753462,5,380
554016,3,380
531856,3,380
354570,4,380
554016,5,380
311333,5,382
817728,4,382
886426,9,383
638227,3,384
638227,3,384
452077,4,384
788476,5,385
460941,4,385
473795,4,385
864265,4,385
881507,4,385
434349,4,385
602770,15,386
753019,3,386
551800,4,386
480886,5,386
382050,5,387
148194,4,387
1183379,7,387
277008,3,387
753462,4,388
575734,4,389
553573,3,389
252631,6,390
642659,5,390
373599,3,390
464930,3,390
1108032,6,390
576177,5,390
452077,4,390
762326,4,390
443213,4,390
298879,3,390
332410,3,390
448319,5,390
448319,5,390
376731,3,390
684932,5,390
624930,5,390
819944,15,390
236613,5,390
642659,5,390
638227,3,390
571745,5,390
435866,3,390
1130193,5,390
311333,3,390
749030,4,392
709096,3,392
709141,4,392
1187811,4,392
332454,5,393
464930,4,393
414404,4,393
616066,2,393
473218,4,393
1595567,7,394
1595567,7,394
731301,5,395
311333,2,396
249066,3,396
398506,7,396
886426,6,396
553573,4,397
350138,4,397
992797,6,398
686980,5,398
473225,6,399
1240996,6,399
691412,3,399
487534,5,400
415734,4,400
385595,5,400
598337,3,400
531856,6,400
839889,6,400
987922,5,400
686980,6,400
864265,5,400
731301,6,400
1551245,10,400
531856,3,400
376731,3,400
751246,4,400
540720,5,400
775623,3,400
1174514,4,400
576177,7,400
753019,5,400
881994,5,400
1041550,5,400
398506,6,400
323545,2,400
338730,5,400
562880,4,400
928310,8,400
522991,5,400
686980,5,400
332410,4,400
522991,3,400
338730,5,400
398005,3,400
421052,4,400
576177,2,400
456509,5,400
837672,3,400
505263,4,400
423268,3,400
619612,3,400
336239,4,400
576177,3,400
680332,5,400
793351,4,400
391756,5,400
609418,5,400
429917,3,400
576177,7,400
440997,3,400
881994,5,400
443213,3,400
425484,3,400
642659,5,400
530083,5,400
775623,4,400
930747,4,400
1085872,4,400
363435,6,400
149440,4,400
1161218,4,400
480886,4,400
438781,3,400
514127,5,400
560399,6,400
771191,4,400
483102,4,400
575955,3,400
238670,4,400
483102,4,400
598337,4,400
575734,4,400
575734,4,400
620055,5,400
597894,5,400
191512,4,400
483102,4,400
749030,4,400
323545,2,400
575734,5,400
619612,4,400
487534,4,400
176842,4,400
359002,4,400
487091,3,400
642659,4,400
421052,3,400
620055,5,400
864265,6,400
224159,2,400
425484,4,400
467590,4,401
474238,4,401
611634,4,402
310249,3,402
592354,3,402
239335,3,402
1684209,4,403
333748,2,403
200775,4,403
211706,5,403
881994,5,404
575734,3,404
531412,4,405
311333,3,405
336239,3,405
310249,3,405
576177,6,406
660025,7,406
522548,4,407
975068,4,407
712199,6,408
416620,4,408
522991,4,408
522991,4,408
593905,4,410
881994,4,410
751718,15,410
435866,5,410
1019390,5,410
775623,3,410
575734,5,410
522991,2,410
495955,4,410
730858,3,410
797011,25,410
273973,5,410
576177,3,411
478670,4,412
236613,3,412
348692,4,412
747198,10,412
487534,3,412
704265,5,412
975068,2,412
239103,3,412
673240,7,413
211706,3,413
616066,6,413
354919,4,413
273973,5,413
749030,3,413
576177,6,413
221163,3,414
895290,6,414
642659,4,415
336239,4,415
1041550,4,416
755306,10,416
409086,5,417
199253,3,418
199253,3,418
554016,3,418
620055,7,418
659146,3,418
1019390,7,418
390027,4,418
370083,4,420
970636,4,420
438781,3,420
731301,8,420
908587,6,420
487534,3,420
952908,6,420
522991,4,420
642659,4,420
438781,3,420
514127,3,420
664819,3,420
562880,3,420
458725,3,420
274260,3,420
303601,3,420
390027,5,422
454545,4,423
454545,4,423
309806,4,424
1019390,5,424
429473,3,424
620498,4,424
908587,6,425
609241,6,425
465374,4,425
483102,6,425
241108,6,425
491966,3,425
443213,5,426
642659,3,426
638227,5,426
512133,5,426
638227,5,426
443213,5,426
443213,5,426
651523,3,427
510087,3,427
465374,3,427
708254,4,427
642659,4,427
618282,5,427
536288,3,427
465374,3,428
509695,3,428
460941,6,429
460941,6,429
1041550,5,429
478670,3,430
762326,4,430
465374,5,430
571745,4,430
642659,4,430
686980,4,430
620055,4,430
443213,5,430
620055,4,430
443213,5,430
622665,4,430
616066,5,430
443213,5,430
390027,4,430
611634,4,431
1192243,10,432
450836,4,432
450836,4,432
598337,3,433
664376,4,433
885983,4,433
885983,3,433
873130,4,433
885983,4,433
735733,4,433
704709,4,433
731301,5,434
1595567,3,434
473795,5,434
616066,5,435
792465,6,435
966204,6,436
305106,6,436
966204,5,436
697385,6,437
708919,5,437
611634,6,437
749030,4,437
611634,6,437
697385,6,437
443213,5,437
487534,4,438
775623,4,438
842105,4,438
793351,5,438
495955,3,438
766758,5,439
819944,6,440
1147922,4,440
664819,5,440
598337,1,440
443213,5,440
487534,4,440
435866,3,440
571745,4,441
833240,5,442
1019390,4,442
624576,3,442
828808,5,442
224159,8,442
689196,6,443
961772,4,443
509695,4,443
961772,6,443
242839,2,445
611634,5,445
611634,5,445
1041550,4,445
345706,3,446
837672,5,446
837672,5,446
731301,5,446
1108032,5,446
575734,4,447
753019,14,447
1059279,7,448
1010526,6,448
660387,3,449
404732,4,450
531412,4,450
188366,6,450
421052,3,450
997229,5,450
997229,6,450
771191,5,450
972852,6,450
350138,4,450
274083,4,450
1329639,5,450
224159,3,450
523039,5,450
398892,3,450
873130,4,450
415556,7,450
354570,4,450
554016,3,450
560399,3,450
545152,5,450
975068,5,450
443213,5,450
990581,7,450
886426,5,450
407223,6,450
385595,4,450
403324,3,450
545152,5,450
709141,4,450
731301,3,450
372299,4,450
500831,3,450
1052188,10,450
1085872,4,450
348692,3,450
558448,3,451
686980,4,451
686980,4,451
527423,6,452
963988,6,452
352354,3,454
1263157,5,454
460941,5,454
478670,5,454
460941,5,454
1108032,8,455
161893,3,455
885539,3,455
247821,3,456
620498,4,456
917451,5,456
350138,4,458
742382,4,458
554016,4,459
975068,5,459
1044210,7,460
509252,3,460
566869,4,460
658171,4,460
509252,4,460
598337,4,460
636011,5,460
540720,4,460
236613,5,460
278781,3,462
833240,5,462
359712,3,463
585041,4,463
327978,3,463
842105,6,464
476454,4,464
1014958,6,464
966204,3,465
1063711,5,465
571745,4,465
1994458,5,466
753462,5,466
336798,4,467
734803,5,467
594147,6,467
518116,4,467
664819,4,468
793351,5,468
633795,6,468
841661,5,469
587257,3,469
611634,5,469
944044,5,470
802215,4,470
286426,10,470
944044,5,470
67248,3,470
731301,4,470
415291,1,470
473795,3,470
465374,3,470
908587,4,470
576177,4,471
576177,4,471
665617,4,472
975068,6,475
684932,4,475
348692,9,475
406249,7,475
348692,9,475
371108,3,476
373599,4,476
1037118,5,476
1037118,5,476
1108032,5,477
1152354,3,479
448319,4,480
1019390,7,480
864265,5,480
886426,6,480
108366,5,480
975068,9,480
948875,5,480
174346,12,480
442770,3,480
155666,4,480
398892,3,480
760110,11,480
261519,5,480
587257,4,480
930304,6,480
593462,4,480
620055,3,480
440110,3,480
819944,4,480
797783,5,481
930304,5,482
527423,4,482
616066,7,483
686980,4,483
341274,9,483
886426,4,485
1329639,4,485
438781,4,485
341274,3,485
647091,3,485
975068,4,485
744598,5,486
2127422,4,488
372299,5,488
744598,5,488
722291,9,488
465374,4,489
283656,2,489
722437,4,489
930747,4,489
1152354,5,490
797783,3,490
1218836,6,490
273973,3,490
509695,5,490
1058531,4,490
442770,3,490
554172,6,490
708698,4,490
571745,5,490
509695,4,490
684932,12,490
469806,3,490
531412,5,490
952908,6,491
709141,6,491
721107,3,491
766758,6,492
877562,4,493
407756,4,493
294737,5,494
513684,5,495
531856,4,495
837672,4,495
627368,3,495
598337,4,495
215442,5,495
1263157,3,496
642659,5,497
886426,5,497
642659,5,497
841218,3,497
593905,7,498
700276,3,498
291944,5,499
339975,4,500
686980,4,500
788033,4,500
1365096,5,500
1152354,5,500
975068,5,500
421052,5,500
611634,4,500
1054847,5,500
930747,6,500
1063711,3,500
1263157,5,500
1014958,4,500
1059279,4,500
1108032,7,500
354127,5,500
448319,4,500
793351,4,500
311333,3,500
311333,3,500
620498,4,500
2038780,5,500
224159,3,500
793351,3,500
323545,4,500
248941,2,500
514127,3,500
896638,5,500
837672,4,500
797783,4,500
481108,4,500
797783,4,500
728518,4,500
1152354,7,500
265219,3,500
330012,10,500
788919,4,500
686980,6,500
256538,4,500
1458171,4,500
531856,4,500
170610,2,500
143213,3,500
396676,3,500
1994458,4,500
211706,3,500
249066,6,500
333075,6,500
398448,3,500
718005,3,500
607202,3,500
611634,3,500
195856,3,500
1085872,4,500
327978,5,500
616066,3,500
330012,8,500
598337,3,500
664819,5,500
308343,3,500
791135,5,500
531856,3,500
797340,4,500
2304707,25,500
514127,3,500
352354,5,500
292653,4,500
797783,4,500
793351,4,500
201352,8,500
485679,7,500
239113,8,500
485318,3,500
373599,6,500
491905,3,500
383867,5,500
837628,6,500
74471,3,500
193026,4,500
236613,5,500
199446,3,500
1551245,3,501
791135,4,501
819501,4,502
620055,5,503
952908,4,504
952908,4,504
731301,4,504
629362,5,504
629362,5,504
286426,4,504
620498,5,504
585041,5,505
1147922,5,505
1298614,5,506
780055,6,508
549584,3,508
815512,5,508
797340,6,508
443213,3,508
753462,4,509
978659,10,509
